event,map,team,opponent,agent
pacific_stage_1,SPLIT,Global Esports,Team Secret,veto
pacific_stage_1,SPLIT,Global Esports,Paper Rex,neon
pacific_stage_1,SPLIT,Global Esports,Paper Rex,omen
pacific_stage_1,SPLIT,Global Esports,Paper Rex,fade
pacific_stage_1,SPLIT,Global Esports,Paper Rex,viper
pacific_stage_1,SPLIT,Global Esports,Paper Rex,vyse
pacific_stage_1,SPLIT,Nongshim RedForce,Paper Rex,neon
pacific_stage_1,SPLIT,Nongshim RedForce,Paper Rex,omen
pacific_stage_1,SPLIT,Nongshim RedForce,Paper Rex,fade
pacific_stage_1,SPLIT,Nongshim RedForce,Paper Rex,viper
pacific_stage_1,SPLIT,Nongshim RedForce,Paper Rex,waylay
pacific_stage_1,SPLIT,ZETA DIVISION,Rex Regum Qeon,neon
pacific_stage_1,SPLIT,ZETA DIVISION,Rex Regum Qeon,omen
pacific_stage_1,SPLIT,ZETA DIVISION,Rex Regum Qeon,skye
pacific_stage_1,SPLIT,ZETA DIVISION,Rex Regum Qeon,viper
pacific_stage_1,SPLIT,ZETA DIVISION,Rex Regum Qeon,waylay
pacific_stage_1,SPLIT,ZETA DIVISION,FULL SENSE,neon
pacific_stage_1,SPLIT,ZETA DIVISION,FULL SENSE,omen
pacific_stage_1,SPLIT,ZETA DIVISION,FULL SENSE,skye
pacific_stage_1,SPLIT,ZETA DIVISION,FULL SENSE,viper
pacific_stage_1,SPLIT,ZETA DIVISION,FULL SENSE,waylay
pacific_stage_1,SPLIT,Team Secret,Global Esports,neon
pacific_stage_1,SPLIT,Team Secret,Global Esports,skye
pacific_stage_1,SPLIT,Team Secret,Global Esports,viper
pacific_stage_1,SPLIT,Team Secret,Global Esports,astra
pacific_stage_1,SPLIT,Team Secret,Global Esports,cypher
pacific_stage_1,SPLIT,Team Secret,Paper Rex,neon
pacific_stage_1,SPLIT,Team Secret,Paper Rex,omen
pacific_stage_1,SPLIT,Team Secret,Paper Rex,skye
pacific_stage_1,SPLIT,Team Secret,Paper Rex,viper
pacific_stage_1,SPLIT,Team Secret,Paper Rex,cypher
pacific_stage_1,HAVEN,Gen.G,Paper Rex,neon
pacific_stage_1,HAVEN,Gen.G,Paper Rex,omen
pacific_stage_1,HAVEN,Gen.G,Paper Rex,fade
pacific_stage_1,HAVEN,Gen.G,Paper Rex,chamber
pacific_stage_1,HAVEN,Gen.G,Paper Rex,phoenix
pacific_stage_1,HAVEN,Gen.G,Kiwoom DRX,neon
pacific_stage_1,HAVEN,Gen.G,Kiwoom DRX,omen
pacific_stage_1,HAVEN,Gen.G,Kiwoom DRX,fade
pacific_stage_1,HAVEN,Gen.G,Kiwoom DRX,chamber
pacific_stage_1,HAVEN,Gen.G,Kiwoom DRX,phoenix
pacific_stage_1,HAVEN,Paper Rex,Gen.G,neon
pacific_stage_1,HAVEN,Paper Rex,Gen.G,omen
pacific_stage_1,HAVEN,Paper Rex,Gen.G,chamber
pacific_stage_1,HAVEN,Paper Rex,Gen.G,sova
pacific_stage_1,HAVEN,Paper Rex,Gen.G,phoenix
pacific_stage_1,HAVEN,DetonatioN FocusMe,VARREL,neon
pacific_stage_1,HAVEN,DetonatioN FocusMe,VARREL,omen
pacific_stage_1,HAVEN,DetonatioN FocusMe,VARREL,skye
pacific_stage_1,HAVEN,DetonatioN FocusMe,VARREL,cypher
pacific_stage_1,HAVEN,DetonatioN FocusMe,VARREL,jett
pacific_stage_1,HAVEN,Kiwoom DRX,Nongshim RedForce,neon
pacific_stage_1,HAVEN,Kiwoom DRX,Nongshim RedForce,omen
pacific_stage_1,HAVEN,Kiwoom DRX,Nongshim RedForce,cypher
pacific_stage_1,HAVEN,Kiwoom DRX,Nongshim RedForce,sova
pacific_stage_1,HAVEN,Kiwoom DRX,Nongshim RedForce,phoenix
pacific_stage_1,HAVEN,Kiwoom DRX,Global Esports,neon
pacific_stage_1,HAVEN,Kiwoom DRX,Global Esports,omen
pacific_stage_1,HAVEN,Kiwoom DRX,Global Esports,skye
pacific_stage_1,HAVEN,Kiwoom DRX,Global Esports,chamber
pacific_stage_1,HAVEN,Kiwoom DRX,Global Esports,jett
pacific_stage_1,HAVEN,Kiwoom DRX,Gen.G,neon
pacific_stage_1,HAVEN,Kiwoom DRX,Gen.G,omen
pacific_stage_1,HAVEN,Kiwoom DRX,Gen.G,skye
pacific_stage_1,HAVEN,Kiwoom DRX,Gen.G,chamber
pacific_stage_1,HAVEN,Kiwoom DRX,Gen.G,phoenix
pacific_stage_1,HAVEN,Rex Regum Qeon,ZETA DIVISION,neon
pacific_stage_1,HAVEN,Rex Regum Qeon,ZETA DIVISION,omen
pacific_stage_1,HAVEN,Rex Regum Qeon,ZETA DIVISION,viper
pacific_stage_1,HAVEN,Rex Regum Qeon,ZETA DIVISION,sova
pacific_stage_1,HAVEN,Rex Regum Qeon,ZETA DIVISION,killjoy
pacific_stage_1,HAVEN,Rex Regum Qeon,FULL SENSE,neon
pacific_stage_1,HAVEN,Rex Regum Qeon,FULL SENSE,omen
pacific_stage_1,HAVEN,Rex Regum Qeon,FULL SENSE,cypher
pacific_stage_1,HAVEN,Rex Regum Qeon,FULL SENSE,sova
pacific_stage_1,HAVEN,Rex Regum Qeon,FULL SENSE,jett
pacific_stage_1,HAVEN,VARREL,T1,neon
pacific_stage_1,HAVEN,VARREL,T1,omen
pacific_stage_1,HAVEN,VARREL,T1,cypher
pacific_stage_1,HAVEN,VARREL,T1,sova
pacific_stage_1,HAVEN,VARREL,T1,jett
pacific_stage_1,HAVEN,VARREL,FULL SENSE,neon
pacific_stage_1,HAVEN,VARREL,FULL SENSE,astra
pacific_stage_1,HAVEN,VARREL,FULL SENSE,chamber
pacific_stage_1,HAVEN,VARREL,FULL SENSE,sova
pacific_stage_1,HAVEN,VARREL,FULL SENSE,phoenix
pacific_stage_1,HAVEN,VARREL,DetonatioN FocusMe,omen
pacific_stage_1,HAVEN,VARREL,DetonatioN FocusMe,skye
pacific_stage_1,HAVEN,VARREL,DetonatioN FocusMe,waylay
pacific_stage_1,HAVEN,VARREL,DetonatioN FocusMe,cypher
pacific_stage_1,HAVEN,VARREL,DetonatioN FocusMe,deadlock
pacific_stage_1,HAVEN,FULL SENSE,VARREL,omen
pacific_stage_1,HAVEN,FULL SENSE,VARREL,skye
pacific_stage_1,HAVEN,FULL SENSE,VARREL,waylay
pacific_stage_1,HAVEN,FULL SENSE,VARREL,cypher
pacific_stage_1,HAVEN,FULL SENSE,VARREL,deadlock
pacific_stage_1,HAVEN,FULL SENSE,Rex Regum Qeon,omen
pacific_stage_1,HAVEN,FULL SENSE,Rex Regum Qeon,skye
pacific_stage_1,HAVEN,FULL SENSE,Rex Regum Qeon,waylay
pacific_stage_1,HAVEN,FULL SENSE,Rex Regum Qeon,cypher
pacific_stage_1,HAVEN,FULL SENSE,Rex Regum Qeon,deadlock
pacific_stage_1,HAVEN,Global Esports,Kiwoom DRX,omen
pacific_stage_1,HAVEN,Global Esports,Kiwoom DRX,skye
pacific_stage_1,HAVEN,Global Esports,Kiwoom DRX,waylay
pacific_stage_1,HAVEN,Global Esports,Kiwoom DRX,cypher
pacific_stage_1,HAVEN,Global Esports,Kiwoom DRX,deadlock
pacific_stage_1,HAVEN,Nongshim RedForce,Kiwoom DRX,neon
pacific_stage_1,HAVEN,Nongshim RedForce,Kiwoom DRX,omen
pacific_stage_1,HAVEN,Nongshim RedForce,Kiwoom DRX,sova
pacific_stage_1,HAVEN,Nongshim RedForce,Kiwoom DRX,breach
pacific_stage_1,HAVEN,Nongshim RedForce,Kiwoom DRX,killjoy
pacific_stage_1,HAVEN,ZETA DIVISION,Rex Regum Qeon,neon
pacific_stage_1,HAVEN,ZETA DIVISION,Rex Regum Qeon,omen
pacific_stage_1,HAVEN,ZETA DIVISION,Rex Regum Qeon,waylay
pacific_stage_1,HAVEN,ZETA DIVISION,Rex Regum Qeon,cypher
pacific_stage_1,HAVEN,ZETA DIVISION,Rex Regum Qeon,sova
pacific_stage_1,HAVEN,T1,VARREL,neon
pacific_stage_1,HAVEN,T1,VARREL,skye
pacific_stage_1,HAVEN,T1,VARREL,astra
pacific_stage_1,HAVEN,T1,VARREL,chamber
pacific_stage_1,HAVEN,T1,VARREL,phoenix
pacific_stage_1,PEARL,Gen.G,Nongshim RedForce,neon
pacific_stage_1,PEARL,Gen.G,Nongshim RedForce,fade
pacific_stage_1,PEARL,Gen.G,Nongshim RedForce,astra
pacific_stage_1,PEARL,Gen.G,Nongshim RedForce,phoenix
pacific_stage_1,PEARL,Gen.G,Nongshim RedForce,killjoy
pacific_stage_1,PEARL,Gen.G,Kiwoom DRX,neon
pacific_stage_1,PEARL,Gen.G,Kiwoom DRX,fade
pacific_stage_1,PEARL,Gen.G,Kiwoom DRX,astra
pacific_stage_1,PEARL,Gen.G,Kiwoom DRX,chamber
pacific_stage_1,PEARL,Gen.G,Kiwoom DRX,phoenix
pacific_stage_1,PEARL,Paper Rex,Global Esports,fade
pacific_stage_1,PEARL,Paper Rex,Global Esports,astra
pacific_stage_1,PEARL,Paper Rex,Global Esports,phoenix
pacific_stage_1,PEARL,Paper Rex,Global Esports,jett
pacific_stage_1,PEARL,Paper Rex,Global Esports,vyse
pacific_stage_1,PEARL,DetonatioN FocusMe,FULL SENSE,waylay
pacific_stage_1,PEARL,DetonatioN FocusMe,FULL SENSE,astra
pacific_stage_1,PEARL,DetonatioN FocusMe,FULL SENSE,sova
pacific_stage_1,PEARL,DetonatioN FocusMe,FULL SENSE,killjoy
pacific_stage_1,PEARL,DetonatioN FocusMe,FULL SENSE,tejo
pacific_stage_1,PEARL,DetonatioN FocusMe,T1,waylay
pacific_stage_1,PEARL,DetonatioN FocusMe,T1,astra
pacific_stage_1,PEARL,DetonatioN FocusMe,T1,sova
pacific_stage_1,PEARL,DetonatioN FocusMe,T1,killjoy
pacific_stage_1,PEARL,DetonatioN FocusMe,T1,tejo
pacific_stage_1,PEARL,DetonatioN FocusMe,ZETA DIVISION,waylay
pacific_stage_1,PEARL,DetonatioN FocusMe,ZETA DIVISION,astra
pacific_stage_1,PEARL,DetonatioN FocusMe,ZETA DIVISION,sova
pacific_stage_1,PEARL,DetonatioN FocusMe,ZETA DIVISION,killjoy
pacific_stage_1,PEARL,DetonatioN FocusMe,ZETA DIVISION,tejo
pacific_stage_1,PEARL,Kiwoom DRX,Team Secret,neon
pacific_stage_1,PEARL,Kiwoom DRX,Team Secret,fade
pacific_stage_1,PEARL,Kiwoom DRX,Team Secret,astra
pacific_stage_1,PEARL,Kiwoom DRX,Team Secret,chamber
pacific_stage_1,PEARL,Kiwoom DRX,Team Secret,phoenix
pacific_stage_1,PEARL,Kiwoom DRX,Gen.G,neon
pacific_stage_1,PEARL,Kiwoom DRX,Gen.G,skye
pacific_stage_1,PEARL,Kiwoom DRX,Gen.G,astra
pacific_stage_1,PEARL,Kiwoom DRX,Gen.G,chamber
pacific_stage_1,PEARL,Kiwoom DRX,Gen.G,jett
pacific_stage_1,PEARL,Rex Regum Qeon,T1,neon
pacific_stage_1,PEARL,Rex Regum Qeon,T1,astra
pacific_stage_1,PEARL,Rex Regum Qeon,T1,chamber
pacific_stage_1,PEARL,Rex Regum Qeon,T1,sova
pacific_stage_1,PEARL,Rex Regum Qeon,T1,kayo
pacific_stage_1,PEARL,Rex Regum Qeon,FULL SENSE,neon
pacific_stage_1,PEARL,Rex Regum Qeon,FULL SENSE,astra
pacific_stage_1,PEARL,Rex Regum Qeon,FULL SENSE,chamber
pacific_stage_1,PEARL,Rex Regum Qeon,FULL SENSE,sova
pacific_stage_1,PEARL,Rex Regum Qeon,FULL SENSE,kayo
pacific_stage_1,PEARL,VARREL,T1,fade
pacific_stage_1,PEARL,VARREL,T1,waylay
pacific_stage_1,PEARL,VARREL,T1,astra
pacific_stage_1,PEARL,VARREL,T1,killjoy
pacific_stage_1,PEARL,VARREL,T1,kayo
pacific_stage_1,PEARL,FULL SENSE,DetonatioN FocusMe,neon
pacific_stage_1,PEARL,FULL SENSE,DetonatioN FocusMe,fade
pacific_stage_1,PEARL,FULL SENSE,DetonatioN FocusMe,astra
pacific_stage_1,PEARL,FULL SENSE,DetonatioN FocusMe,cypher
pacific_stage_1,PEARL,FULL SENSE,DetonatioN FocusMe,phoenix
pacific_stage_1,PEARL,FULL SENSE,Rex Regum Qeon,neon
pacific_stage_1,PEARL,FULL SENSE,Rex Regum Qeon,fade
pacific_stage_1,PEARL,FULL SENSE,Rex Regum Qeon,astra
pacific_stage_1,PEARL,FULL SENSE,Rex Regum Qeon,cypher
pacific_stage_1,PEARL,FULL SENSE,Rex Regum Qeon,phoenix
pacific_stage_1,PEARL,Global Esports,Paper Rex,neon
pacific_stage_1,PEARL,Global Esports,Paper Rex,fade
pacific_stage_1,PEARL,Global Esports,Paper Rex,astra
pacific_stage_1,PEARL,Global Esports,Paper Rex,chamber
pacific_stage_1,PEARL,Global Esports,Paper Rex,tejo
pacific_stage_1,PEARL,Nongshim RedForce,Gen.G,neon
pacific_stage_1,PEARL,Nongshim RedForce,Gen.G,fade
pacific_stage_1,PEARL,Nongshim RedForce,Gen.G,astra
pacific_stage_1,PEARL,Nongshim RedForce,Gen.G,chamber
pacific_stage_1,PEARL,Nongshim RedForce,Gen.G,phoenix
pacific_stage_1,PEARL,ZETA DIVISION,DetonatioN FocusMe,neon
pacific_stage_1,PEARL,ZETA DIVISION,DetonatioN FocusMe,fade
pacific_stage_1,PEARL,ZETA DIVISION,DetonatioN FocusMe,astra
pacific_stage_1,PEARL,ZETA DIVISION,DetonatioN FocusMe,cypher
pacific_stage_1,PEARL,ZETA DIVISION,DetonatioN FocusMe,phoenix
pacific_stage_1,PEARL,T1,VARREL,neon
pacific_stage_1,PEARL,T1,VARREL,skye
pacific_stage_1,PEARL,T1,VARREL,astra
pacific_stage_1,PEARL,T1,VARREL,chamber
pacific_stage_1,PEARL,T1,VARREL,killjoy
pacific_stage_1,PEARL,T1,DetonatioN FocusMe,neon
pacific_stage_1,PEARL,T1,DetonatioN FocusMe,skye
pacific_stage_1,PEARL,T1,DetonatioN FocusMe,astra
pacific_stage_1,PEARL,T1,DetonatioN FocusMe,chamber
pacific_stage_1,PEARL,T1,DetonatioN FocusMe,killjoy
pacific_stage_1,PEARL,T1,Rex Regum Qeon,neon
pacific_stage_1,PEARL,T1,Rex Regum Qeon,skye
pacific_stage_1,PEARL,T1,Rex Regum Qeon,astra
pacific_stage_1,PEARL,T1,Rex Regum Qeon,chamber
pacific_stage_1,PEARL,T1,Rex Regum Qeon,killjoy
pacific_stage_1,PEARL,Team Secret,Kiwoom DRX,neon
pacific_stage_1,PEARL,Team Secret,Kiwoom DRX,skye
pacific_stage_1,PEARL,Team Secret,Kiwoom DRX,astra
pacific_stage_1,PEARL,Team Secret,Kiwoom DRX,chamber
pacific_stage_1,PEARL,Team Secret,Kiwoom DRX,killjoy
pacific_stage_1,FRACTURE,Gen.G,Paper Rex,neon
pacific_stage_1,FRACTURE,Gen.G,Paper Rex,waylay
pacific_stage_1,FRACTURE,Gen.G,Paper Rex,cypher
pacific_stage_1,FRACTURE,Gen.G,Paper Rex,brimstone
pacific_stage_1,FRACTURE,Gen.G,Paper Rex,breach
pacific_stage_1,FRACTURE,Paper Rex,Nongshim RedForce,neon
pacific_stage_1,FRACTURE,Paper Rex,Nongshim RedForce,brimstone
pacific_stage_1,FRACTURE,Paper Rex,Nongshim RedForce,raze
pacific_stage_1,FRACTURE,Paper Rex,Nongshim RedForce,breach
pacific_stage_1,FRACTURE,Paper Rex,Nongshim RedForce,killjoy
pacific_stage_1,FRACTURE,Paper Rex,Gen.G,neon
pacific_stage_1,FRACTURE,Paper Rex,Gen.G,brimstone
pacific_stage_1,FRACTURE,Paper Rex,Gen.G,raze
pacific_stage_1,FRACTURE,Paper Rex,Gen.G,breach
pacific_stage_1,FRACTURE,Paper Rex,Gen.G,killjoy
pacific_stage_1,FRACTURE,DetonatioN FocusMe,VARREL,neon
pacific_stage_1,FRACTURE,DetonatioN FocusMe,VARREL,cypher
pacific_stage_1,FRACTURE,DetonatioN FocusMe,VARREL,brimstone
pacific_stage_1,FRACTURE,DetonatioN FocusMe,VARREL,breach
pacific_stage_1,FRACTURE,DetonatioN FocusMe,VARREL,tejo
pacific_stage_1,FRACTURE,Kiwoom DRX,Team Secret,waylay
pacific_stage_1,FRACTURE,Kiwoom DRX,Team Secret,cypher
pacific_stage_1,FRACTURE,Kiwoom DRX,Team Secret,brimstone
pacific_stage_1,FRACTURE,Kiwoom DRX,Team Secret,breach
pacific_stage_1,FRACTURE,Kiwoom DRX,Team Secret,tejo
pacific_stage_1,FRACTURE,Kiwoom DRX,Nongshim RedForce,waylay
pacific_stage_1,FRACTURE,Kiwoom DRX,Nongshim RedForce,cypher
pacific_stage_1,FRACTURE,Kiwoom DRX,Nongshim RedForce,brimstone
pacific_stage_1,FRACTURE,Kiwoom DRX,Nongshim RedForce,breach
pacific_stage_1,FRACTURE,Kiwoom DRX,Nongshim RedForce,tejo
pacific_stage_1,FRACTURE,Kiwoom DRX,Global Esports,neon
pacific_stage_1,FRACTURE,Kiwoom DRX,Global Esports,cypher
pacific_stage_1,FRACTURE,Kiwoom DRX,Global Esports,brimstone
pacific_stage_1,FRACTURE,Kiwoom DRX,Global Esports,raze
pacific_stage_1,FRACTURE,Kiwoom DRX,Global Esports,breach
pacific_stage_1,FRACTURE,Rex Regum Qeon,ZETA DIVISION,neon
pacific_stage_1,FRACTURE,Rex Regum Qeon,ZETA DIVISION,skye
pacific_stage_1,FRACTURE,Rex Regum Qeon,ZETA DIVISION,brimstone
pacific_stage_1,FRACTURE,Rex Regum Qeon,ZETA DIVISION,raze
pacific_stage_1,FRACTURE,Rex Regum Qeon,ZETA DIVISION,veto
pacific_stage_1,FRACTURE,Rex Regum Qeon,FULL SENSE,neon
pacific_stage_1,FRACTURE,Rex Regum Qeon,FULL SENSE,skye
pacific_stage_1,FRACTURE,Rex Regum Qeon,FULL SENSE,brimstone
pacific_stage_1,FRACTURE,Rex Regum Qeon,FULL SENSE,raze
pacific_stage_1,FRACTURE,Rex Regum Qeon,FULL SENSE,veto
pacific_stage_1,FRACTURE,VARREL,DetonatioN FocusMe,neon
pacific_stage_1,FRACTURE,VARREL,DetonatioN FocusMe,cypher
pacific_stage_1,FRACTURE,VARREL,DetonatioN FocusMe,brimstone
pacific_stage_1,FRACTURE,VARREL,DetonatioN FocusMe,raze
pacific_stage_1,FRACTURE,VARREL,DetonatioN FocusMe,breach
pacific_stage_1,FRACTURE,FULL SENSE,ZETA DIVISION,neon
pacific_stage_1,FRACTURE,FULL SENSE,ZETA DIVISION,skye
pacific_stage_1,FRACTURE,FULL SENSE,ZETA DIVISION,waylay
pacific_stage_1,FRACTURE,FULL SENSE,ZETA DIVISION,cypher
pacific_stage_1,FRACTURE,FULL SENSE,ZETA DIVISION,brimstone
pacific_stage_1,FRACTURE,FULL SENSE,Rex Regum Qeon,neon
pacific_stage_1,FRACTURE,FULL SENSE,Rex Regum Qeon,skye
pacific_stage_1,FRACTURE,FULL SENSE,Rex Regum Qeon,waylay
pacific_stage_1,FRACTURE,FULL SENSE,Rex Regum Qeon,cypher
pacific_stage_1,FRACTURE,FULL SENSE,Rex Regum Qeon,brimstone
pacific_stage_1,FRACTURE,Global Esports,Kiwoom DRX,brimstone
pacific_stage_1,FRACTURE,Global Esports,Kiwoom DRX,raze
pacific_stage_1,FRACTURE,Global Esports,Kiwoom DRX,breach
pacific_stage_1,FRACTURE,Global Esports,Kiwoom DRX,tejo
pacific_stage_1,FRACTURE,Global Esports,Kiwoom DRX,deadlock
pacific_stage_1,FRACTURE,Nongshim RedForce,Paper Rex,neon
pacific_stage_1,FRACTURE,Nongshim RedForce,Paper Rex,cypher
pacific_stage_1,FRACTURE,Nongshim RedForce,Paper Rex,brimstone
pacific_stage_1,FRACTURE,Nongshim RedForce,Paper Rex,breach
pacific_stage_1,FRACTURE,Nongshim RedForce,Paper Rex,tejo
pacific_stage_1,FRACTURE,Nongshim RedForce,Kiwoom DRX,neon
pacific_stage_1,FRACTURE,Nongshim RedForce,Kiwoom DRX,cypher
pacific_stage_1,FRACTURE,Nongshim RedForce,Kiwoom DRX,brimstone
pacific_stage_1,FRACTURE,Nongshim RedForce,Kiwoom DRX,breach
pacific_stage_1,FRACTURE,Nongshim RedForce,Kiwoom DRX,tejo
pacific_stage_1,FRACTURE,ZETA DIVISION,Rex Regum Qeon,neon
pacific_stage_1,FRACTURE,ZETA DIVISION,Rex Regum Qeon,waylay
pacific_stage_1,FRACTURE,ZETA DIVISION,Rex Regum Qeon,brimstone
pacific_stage_1,FRACTURE,ZETA DIVISION,Rex Regum Qeon,breach
pacific_stage_1,FRACTURE,ZETA DIVISION,Rex Regum Qeon,veto
pacific_stage_1,FRACTURE,ZETA DIVISION,FULL SENSE,neon
pacific_stage_1,FRACTURE,ZETA DIVISION,FULL SENSE,waylay
pacific_stage_1,FRACTURE,ZETA DIVISION,FULL SENSE,brimstone
pacific_stage_1,FRACTURE,ZETA DIVISION,FULL SENSE,breach
pacific_stage_1,FRACTURE,ZETA DIVISION,FULL SENSE,veto
pacific_stage_1,FRACTURE,Team Secret,Kiwoom DRX,neon
pacific_stage_1,FRACTURE,Team Secret,Kiwoom DRX,skye
pacific_stage_1,FRACTURE,Team Secret,Kiwoom DRX,cypher
pacific_stage_1,FRACTURE,Team Secret,Kiwoom DRX,brimstone
pacific_stage_1,FRACTURE,Team Secret,Kiwoom DRX,tejo
pacific_stage_1,LOTUS,Gen.G,Paper Rex,neon
pacific_stage_1,LOTUS,Gen.G,Paper Rex,omen
pacific_stage_1,LOTUS,Gen.G,Paper Rex,fade
pacific_stage_1,LOTUS,Gen.G,Paper Rex,raze
pacific_stage_1,LOTUS,Gen.G,Paper Rex,vyse
pacific_stage_1,LOTUS,Gen.G,Kiwoom DRX,neon
pacific_stage_1,LOTUS,Gen.G,Kiwoom DRX,omen
pacific_stage_1,LOTUS,Gen.G,Kiwoom DRX,fade
pacific_stage_1,LOTUS,Gen.G,Kiwoom DRX,raze
pacific_stage_1,LOTUS,Gen.G,Kiwoom DRX,vyse
pacific_stage_1,LOTUS,Paper Rex,Nongshim RedForce,neon
pacific_stage_1,LOTUS,Paper Rex,Nongshim RedForce,omen
pacific_stage_1,LOTUS,Paper Rex,Nongshim RedForce,fade
pacific_stage_1,LOTUS,Paper Rex,Nongshim RedForce,raze
pacific_stage_1,LOTUS,Paper Rex,Nongshim RedForce,vyse
pacific_stage_1,LOTUS,Paper Rex,Gen.G,neon
pacific_stage_1,LOTUS,Paper Rex,Gen.G,omen
pacific_stage_1,LOTUS,Paper Rex,Gen.G,fade
pacific_stage_1,LOTUS,Paper Rex,Gen.G,raze
pacific_stage_1,LOTUS,Paper Rex,Gen.G,vyse
pacific_stage_1,LOTUS,DetonatioN FocusMe,T1,neon
pacific_stage_1,LOTUS,DetonatioN FocusMe,T1,omen
pacific_stage_1,LOTUS,DetonatioN FocusMe,T1,fade
pacific_stage_1,LOTUS,DetonatioN FocusMe,T1,viper
pacific_stage_1,LOTUS,DetonatioN FocusMe,T1,iso
pacific_stage_1,LOTUS,DetonatioN FocusMe,ZETA DIVISION,neon
pacific_stage_1,LOTUS,DetonatioN FocusMe,ZETA DIVISION,omen
pacific_stage_1,LOTUS,DetonatioN FocusMe,ZETA DIVISION,fade
pacific_stage_1,LOTUS,DetonatioN FocusMe,ZETA DIVISION,raze
pacific_stage_1,LOTUS,DetonatioN FocusMe,ZETA DIVISION,vyse
pacific_stage_1,LOTUS,DetonatioN FocusMe,VARREL,neon
pacific_stage_1,LOTUS,DetonatioN FocusMe,VARREL,omen
pacific_stage_1,LOTUS,DetonatioN FocusMe,VARREL,fade
pacific_stage_1,LOTUS,DetonatioN FocusMe,VARREL,raze
pacific_stage_1,LOTUS,DetonatioN FocusMe,VARREL,vyse
pacific_stage_1,LOTUS,Kiwoom DRX,Nongshim RedForce,neon
pacific_stage_1,LOTUS,Kiwoom DRX,Nongshim RedForce,omen
pacific_stage_1,LOTUS,Kiwoom DRX,Nongshim RedForce,fade
pacific_stage_1,LOTUS,Kiwoom DRX,Nongshim RedForce,raze
pacific_stage_1,LOTUS,Kiwoom DRX,Nongshim RedForce,chamber
pacific_stage_1,LOTUS,Kiwoom DRX,Gen.G,neon
pacific_stage_1,LOTUS,Kiwoom DRX,Gen.G,omen
pacific_stage_1,LOTUS,Kiwoom DRX,Gen.G,fade
pacific_stage_1,LOTUS,Kiwoom DRX,Gen.G,raze
pacific_stage_1,LOTUS,Kiwoom DRX,Gen.G,chamber
pacific_stage_1,LOTUS,VARREL,FULL SENSE,neon
pacific_stage_1,LOTUS,VARREL,FULL SENSE,omen
pacific_stage_1,LOTUS,VARREL,FULL SENSE,fade
pacific_stage_1,LOTUS,VARREL,FULL SENSE,viper
pacific_stage_1,LOTUS,VARREL,FULL SENSE,raze
pacific_stage_1,LOTUS,VARREL,DetonatioN FocusMe,neon
pacific_stage_1,LOTUS,VARREL,DetonatioN FocusMe,omen
pacific_stage_1,LOTUS,VARREL,DetonatioN FocusMe,fade
pacific_stage_1,LOTUS,VARREL,DetonatioN FocusMe,viper
pacific_stage_1,LOTUS,VARREL,DetonatioN FocusMe,raze
pacific_stage_1,LOTUS,FULL SENSE,VARREL,neon
pacific_stage_1,LOTUS,FULL SENSE,VARREL,omen
pacific_stage_1,LOTUS,FULL SENSE,VARREL,fade
pacific_stage_1,LOTUS,FULL SENSE,VARREL,phoenix
pacific_stage_1,LOTUS,FULL SENSE,VARREL,vyse
pacific_stage_1,LOTUS,Global Esports,Team Secret,omen
pacific_stage_1,LOTUS,Global Esports,Team Secret,fade
pacific_stage_1,LOTUS,Global Esports,Team Secret,astra
pacific_stage_1,LOTUS,Global Esports,Team Secret,raze
pacific_stage_1,LOTUS,Global Esports,Team Secret,deadlock
pacific_stage_1,LOTUS,Nongshim RedForce,Paper Rex,neon
pacific_stage_1,LOTUS,Nongshim RedForce,Paper Rex,omen
pacific_stage_1,LOTUS,Nongshim RedForce,Paper Rex,fade
pacific_stage_1,LOTUS,Nongshim RedForce,Paper Rex,viper
pacific_stage_1,LOTUS,Nongshim RedForce,Paper Rex,waylay
pacific_stage_1,LOTUS,Nongshim RedForce,Kiwoom DRX,neon
pacific_stage_1,LOTUS,Nongshim RedForce,Kiwoom DRX,omen
pacific_stage_1,LOTUS,Nongshim RedForce,Kiwoom DRX,fade
pacific_stage_1,LOTUS,Nongshim RedForce,Kiwoom DRX,breach
pacific_stage_1,LOTUS,Nongshim RedForce,Kiwoom DRX,vyse
pacific_stage_1,LOTUS,ZETA DIVISION,DetonatioN FocusMe,neon
pacific_stage_1,LOTUS,ZETA DIVISION,DetonatioN FocusMe,omen
pacific_stage_1,LOTUS,ZETA DIVISION,DetonatioN FocusMe,fade
pacific_stage_1,LOTUS,ZETA DIVISION,DetonatioN FocusMe,viper
pacific_stage_1,LOTUS,ZETA DIVISION,DetonatioN FocusMe,waylay
pacific_stage_1,LOTUS,T1,DetonatioN FocusMe,neon
pacific_stage_1,LOTUS,T1,DetonatioN FocusMe,omen
pacific_stage_1,LOTUS,T1,DetonatioN FocusMe,fade
pacific_stage_1,LOTUS,T1,DetonatioN FocusMe,viper
pacific_stage_1,LOTUS,T1,DetonatioN FocusMe,killjoy
pacific_stage_1,LOTUS,Team Secret,Global Esports,neon
pacific_stage_1,LOTUS,Team Secret,Global Esports,omen
pacific_stage_1,LOTUS,Team Secret,Global Esports,fade
pacific_stage_1,LOTUS,Team Secret,Global Esports,viper
pacific_stage_1,LOTUS,Team Secret,Global Esports,vyse
pacific_stage_1,BREEZE,Gen.G,Nongshim RedForce,viper
