map,agent,maps_played,pick_rate,pick_rate_from_comps,sample_reliability_score,global_pick_rate,local_pick_delta,cross_map_stability_score,map_dependence_score,meta_presence_score,agent_meta_label,tier_score,tier
All Maps,iso,232.0,0.010523809523809515,,0.8539714285714286,0.0091666666666666,0.0013285714285714285,0.9483,0.0017714285714285714,0.32195714285714283,situational_pick,0.32195714285714283,situational_pick
All Maps,vyse,232.0,0.10716779516779511,,0.8539714285714286,0.12372126436781598,-0.01657142857142857,0.7524,-0.022171428571428568,0.32142857142857145,situational_pick,0.32142857142857145,situational_pick
All Maps,veto,232.0,0.047246352775764514,,0.8539714285714286,0.0478304597701149,-0.0005571428571428573,0.8683,-0.0007428571428571429,0.3206428571428571,situational_pick,0.3206428571428571,situational_pick
All Maps,gekko,232.0,0.009619047619047614,,0.8539714285714286,0.0085632183908045,0.0010285714285714284,0.9428,0.001371428571428572,0.3205,situational_pick,0.3205,situational_pick
All Maps,phoenix,232.0,0.14957403054461874,,0.8539714285714286,0.1569827586206896,-0.007385714285714289,0.6265,-0.009885714285714295,0.31322857142857147,situational_pick,0.31322857142857147,situational_pick
All Maps,fade,232.0,0.3124518596871538,,0.8539714285714286,0.3588218390804598,-0.046371428571428557,0.2934,-0.06202857142857142,0.31174285714285715,situational_pick,0.31174285714285715,situational_pick
All Maps,raze,232.0,0.15699125710890413,,0.8539714285714286,0.1724425287356322,-0.015442857142857144,0.6003,-0.02065714285714285,0.31097142857142857,situational_pick,0.31097142857142857,situational_pick
All Maps,cypher,232.0,0.22909219973925854,,0.8539714285714286,0.233735632183908,-0.004628571428571432,0.43929999999999997,-0.006200000000000007,0.3075857142857143,situational_pick,0.3075857142857143,situational_pick
All Maps,omen,232.0,0.4444682974977092,,0.8539714285714286,0.5063362068965518,-0.06185714285714285,0.0005,-0.0827142857142857,0.30597142857142856,situational_pick,0.30597142857142856,situational_pick
All Maps,killjoy,232.0,0.12406593406593405,,0.8539714285714286,0.1355316091954023,-0.011471428571428573,0.6283,-0.015342857142857146,0.30337142857142857,situational_pick,0.30337142857142857,situational_pick
All Maps,harbor,232.0,0.06166743060860706,,0.8539714285714286,0.0506896551724138,0.010971428571428568,0.7246,0.014671428571428577,0.2976857142857143,situational_pick,0.2976857142857143,situational_pick
All Maps,kayo,232.0,0.08219793169793167,,0.8539714285714286,0.0654597701149425,0.01672857142857143,0.6782,0.022371428571428573,0.29660000000000003,situational_pick,0.29660000000000003,situational_pick
All Maps,tejo,232.0,0.10678759149347383,,0.8539714285714286,0.095301724137931,0.01148571428571429,0.6285,0.015342857142857142,0.2965,situational_pick,0.2965,situational_pick
All Maps,jett,232.0,0.1093519715578539,,0.8539714285714286,0.0925143678160919,0.016857142857142862,0.6011,0.02254285714285715,0.2920428571428571,situational_pick,0.2920428571428571,situational_pick
All Maps,breach,232.0,0.06816524216524215,,0.8539714285714286,0.0576867816091954,0.010457142857142861,0.6438,0.013971428571428574,0.2841142857142857,situational_pick,0.2841142857142857,situational_pick
